,Fecha,Strike,volat impli
0,01/07/2022,7200.0,73.30322265625
1,01/07/2022,7300.0,67.2607421875
2,01/07/2022,7400.0,61.46240234375
3,01/07/2022,7500.0,55.816650390625
4,01/07/2022,7600.0,50.23193359375
5,01/07/2022,7700.0,45.440673828125
6,01/07/2022,7800.0,41.259765625
7,01/07/2022,7900.0,37.689208984375
8,01/07/2022,8000.0,34.393310546875
9,01/07/2022,8100.0,31.890869140625
10,01/07/2022,8200.0,29.9224853515625
11,01/07/2022,8300.0,28.106689453125
12,01/07/2022,8400.0,26.458740234375
13,01/07/2022,8500.0,25.390625
14,01/07/2022,8600.0,23.681640625
15,01/07/2022,8700.0,24.658203125
0,08/07/2022,7200.0,33.38623046875
1,08/07/2022,7300.0,31.73828125
2,08/07/2022,7400.0,30.94482421875
3,08/07/2022,7500.0,29.96826171875
4,08/07/2022,7600.0,28.9306640625
5,08/07/2022,7700.0,28.076171875
6,08/07/2022,7800.0,27.099609375
7,08/07/2022,7900.0,26.1383056640625
8,08/07/2022,8000.0,25.115966796875
9,08/07/2022,8100.0,24.322509765625
10,08/07/2022,8200.0,23.4375
11,08/07/2022,8300.0,22.8271484375
12,08/07/2022,8400.0,22.125244140625
13,08/07/2022,8500.0,21.087646484375
14,08/07/2022,8600.0,20.20263671875
15,08/07/2022,8700.0,19.1650390625
16,08/07/2022,8800.0,19.53125
0,15/07/2022,7400.0,30.029296875
1,15/07/2022,7500.0,29.296875
2,15/07/2022,7600.0,28.25927734375
3,15/07/2022,7700.0,27.3895263671875
4,15/07/2022,7800.0,26.3671875
5,15/07/2022,7900.0,25.482177734375
6,15/07/2022,8000.0,24.566650390625
7,15/07/2022,8100.0,23.9105224609375
8,15/07/2022,8200.0,23.3001708984375
9,15/07/2022,8300.0,22.735595703125
10,15/07/2022,8400.0,22.125244140625
11,15/07/2022,8500.0,21.636962890625
12,15/07/2022,8600.0,21.1181640625
13,15/07/2022,8700.0,20.294189453125
14,15/07/2022,8900.0,19.4091796875
15,15/07/2022,9000.0,19.287109375
0,19/08/2022,7200.0,29.45709228515625
1,19/08/2022,7300.0,28.72467041015625
2,19/08/2022,7400.0,28.076171875
3,19/08/2022,7500.0,27.34375
4,19/08/2022,7600.0,26.519775390625
5,19/08/2022,7700.0,25.85601806640625
6,19/08/2022,7800.0,25.10833740234375
7,19/08/2022,7900.0,24.34539794921875
8,19/08/2022,8000.0,23.61297607421875
9,19/08/2022,8100.0,23.101806640625
10,19/08/2022,8200.0,22.63641357421875
11,19/08/2022,8300.0,22.2015380859375
12,19/08/2022,8400.0,21.728515625
13,19/08/2022,8500.0,21.29364013671875
14,19/08/2022,8600.0,20.843505859375
15,19/08/2022,8700.0,20.40863037109375
16,19/08/2022,8800.0,19.9127197265625
17,19/08/2022,8900.0,19.4091796875
0,16/09/2022,7200.0,28.40423583984375
1,16/09/2022,7300.0,27.740478515625
2,16/09/2022,7400.0,27.06146240234375
3,16/09/2022,7500.0,26.3519287109375
4,16/09/2022,7600.0,25.7415771484375
5,16/09/2022,7700.0,25.054931640625
6,16/09/2022,7800.0,24.35302734375
7,16/09/2022,7900.0,23.67401123046875
8,16/09/2022,8000.0,23.06365966796875
9,16/09/2022,8100.0,22.5677490234375
10,16/09/2022,8200.0,22.2320556640625
11,16/09/2022,8300.0,21.91925048828125
12,16/09/2022,8400.0,21.575927734375
13,16/09/2022,8500.0,21.18682861328125
14,16/09/2022,8600.0,20.83587646484375
15,16/09/2022,8700.0,20.56121826171875
16,16/09/2022,8800.0,20.19500732421875
17,16/09/2022,8900.0,19.866943359375
18,16/09/2022,9000.0,19.500732421875
19,16/09/2022,9100.0,19.1192626953125
